"id_subj","group","n_trial","rt","acc","identity"
"CNTRL04","CTRL",15,0.6707,1,"matching TU"
"CNTRL04","CTRL",16,1.085,1,"non-matching SCONOSCIUTO"
"CNTRL04","CTRL",17,0.9453,1,"matching SCONOSCIUTO"
"CNTRL04","CTRL",18,0.5826,1,"matching TU"
"CNTRL04","CTRL",19,0.6652,1,"matching TU"
"CNTRL04","CTRL",20,1.0065,1,"matching TU"
"CNTRL04","CTRL",21,0.9172,1,"matching SCONOSCIUTO"
"CNTRL04","CTRL",22,0.6023,1,"matching TU"
"CNTRL04","CTRL",23,0.7085,1,"matching SCONOSCIUTO"
"CNTRL04","CTRL",24,0.6856,1,"matching TU"
"CNTRL04","CTRL",25,0.9835,1,"non-matching TU"
"CNTRL04","CTRL",26,0.8508,1,"matching TU"
"CNTRL04","CTRL",27,0.8293,1,"matching SCONOSCIUTO"
"CNTRL04","CTRL",28,0.736,1,"matching TU"
"CNTRL04","CTRL",29,NA,0,"non-matching SCONOSCIUTO"
"CNTRL04","CTRL",30,1.31,1,"non-matching SCONOSCIUTO"
"CNTRL04","CTRL",31,1.0338,1,"matching SCONOSCIUTO"
"CNTRL04","CTRL",32,1.074,1,"non-matching TU"
"CNTRL04","CTRL",33,NA,0,"non-matching TU"
"CNTRL04","CTRL",34,0.9662,1,"non-matching TU"
"CNTRL04","CTRL",35,1.1215,1,"matching SCONOSCIUTO"
"CNTRL04","CTRL",36,1.0436,1,"non-matching SCONOSCIUTO"
"CNTRL04","CTRL",37,1.001,1,"matching SCONOSCIUTO"
"CNTRL04","CTRL",38,0.6633,1,"matching TU"
"CNTRL04","CTRL",39,0.7295,1,"matching TU"
"CNTRL04","CTRL",40,0.5302,1,"matching TU"
"CNTRL04","CTRL",41,0.8859,1,"non-matching SCONOSCIUTO"
"CNTRL04","CTRL",42,0.7465,1,"matching TU"
"CNTRL04","CTRL",43,0.9639,1,"non-matching SCONOSCIUTO"
"CNTRL04","CTRL",44,0.9835,1,"non-matching SCONOSCIUTO"
"CNTRL04","CTRL",45,0.7899,1,"non-matching SCONOSCIUTO"
"CNTRL04","CTRL",46,0.7662,1,"non-matching SCONOSCIUTO"
"CNTRL04","CTRL",47,0.939,1,"matching TU"
"CNTRL04","CTRL",48,0.9295,1,"matching SCONOSCIUTO"
"CNTRL04","CTRL",49,0.9796,1,"non-matching TU"
"CNTRL04","CTRL",50,0.9875,1,"matching TU"
"CNTRL04","CTRL",51,0.971,1,"non-matching TU"
"CNTRL04","CTRL",52,0.8964,1,"non-matching SCONOSCIUTO"
"CNTRL04","CTRL",53,1.008,1,"non-matching SCONOSCIUTO"
"CNTRL04","CTRL",54,1.3676,1,"non-matching TU"
"CNTRL04","CTRL",55,0.6781,1,"matching TU"
"CNTRL04","CTRL",56,0.6568,1,"matching TU"
"CNTRL04","CTRL",57,0.8516,0,"matching SCONOSCIUTO"
"CNTRL04","CTRL",58,0.8641,1,"non-matching SCONOSCIUTO"
"CNTRL04","CTRL",59,0.9347,1,"non-matching TU"
"CNTRL04","CTRL",60,1.0175,1,"matching SCONOSCIUTO"
"CNTRL04","CTRL",61,0.8456,1,"non-matching SCONOSCIUTO"
"CNTRL04","CTRL",62,1.182,1,"non-matching TU"
"CNTRL04","CTRL",63,1.1935,1,"matching SCONOSCIUTO"
"CNTRL04","CTRL",64,0.6197,1,"matching TU"
"CNTRL04","CTRL",65,0.6504,1,"matching TU"
"CNTRL04","CTRL",66,0.8643,1,"matching SCONOSCIUTO"
"CNTRL04","CTRL",67,1.1537,1,"non-matching TU"
"CNTRL04","CTRL",68,1.007,1,"matching SCONOSCIUTO"
"CNTRL04","CTRL",69,1.148,1,"non-matching TU"
"CNTRL04","CTRL",70,0.7271,1,"matching TU"
"CNTRL04","CTRL",71,0.831,1,"matching SCONOSCIUTO"
"CNTRL04","CTRL",72,0.8018,1,"matching TU"
"CNTRL04","CTRL",73,0.9204,1,"matching SCONOSCIUTO"
"CNTRL04","CTRL",74,0.9318,1,"non-matching SCONOSCIUTO"
"CNTRL04","CTRL",75,1.0629,1,"matching SCONOSCIUTO"
"CNTRL04","CTRL",76,0.7477,1,"non-matching TU"
"CNTRL04","CTRL",77,0.9323,1,"non-matching SCONOSCIUTO"
"CNTRL04","CTRL",78,0.8384,1,"matching SCONOSCIUTO"
"CNTRL04","CTRL",79,0.9518,1,"non-matching SCONOSCIUTO"
"CNTRL04","CTRL",80,1.1248,1,"non-matching TU"
"CNTRL04","CTRL",81,0.8362,1,"non-matching TU"
"CNTRL04","CTRL",82,1.2396,1,"matching SCONOSCIUTO"
"CNTRL04","CTRL",83,1.1859,1,"matching SCONOSCIUTO"
"CNTRL04","CTRL",84,0.8242,1,"non-matching TU"
"CNTRL04","CTRL",85,0.7087,1,"non-matching SCONOSCIUTO"
"CNTRL04","CTRL",86,1.2609,1,"non-matching TU"
"CNTRL04","CTRL",87,0.8302,1,"matching SCONOSCIUTO"
"CNTRL04","CTRL",88,1.1333,1,"non-matching TU"
"CNTRL04","CTRL",89,0.7197,1,"matching TU"
"CNTRL04","CTRL",90,0.8894,1,"non-matching TU"
"CNTRL04","CTRL",91,1.1328,1,"non-matching SCONOSCIUTO"
"CNTRL04","CTRL",92,0.7351,1,"matching TU"
"CNTRL04","CTRL",93,1.2365,1,"non-matching TU"
"CNTRL04","CTRL",94,1.0093,1,"matching SCONOSCIUTO"
"CNTRL04","CTRL",95,1.17,1,"matching SCONOSCIUTO"
"CNTRL04","CTRL",96,0.7103,1,"matching TU"
"CNTRL04","CTRL",97,0.9696,1,"matching SCONOSCIUTO"
"CNTRL04","CTRL",98,0.7692,1,"non-matching TU"
"CNTRL04","CTRL",99,1.2471,1,"non-matching TU"
"CNTRL04","CTRL",100,0.7789,1,"matching SCONOSCIUTO"
"CNTRL04","CTRL",101,0.6247,1,"matching TU"
"CNTRL04","CTRL",102,0.8696,1,"non-matching TU"
"CNTRL04","CTRL",103,1.125,1,"matching SCONOSCIUTO"
"CNTRL04","CTRL",104,0.8793,1,"non-matching SCONOSCIUTO"
"CNTRL04","CTRL",105,1.0732,1,"matching SCONOSCIUTO"
"CNTRL04","CTRL",106,1.0495,1,"matching SCONOSCIUTO"
"CNTRL04","CTRL",107,1.3146,1,"matching TU"
"CNTRL04","CTRL",108,0.7329,1,"matching TU"
"CNTRL04","CTRL",109,0.7107,1,"non-matching SCONOSCIUTO"
"CNTRL04","CTRL",110,0.9991,1,"matching TU"
"CNTRL04","CTRL",111,1.0365,1,"matching TU"
"CNTRL04","CTRL",112,0.5424,1,"matching TU"
"CNTRL04","CTRL",113,0.7053,1,"non-matching SCONOSCIUTO"
"CNTRL04","CTRL",114,0.9343,1,"non-matching SCONOSCIUTO"
"CNTRL04","CTRL",115,1.1557,0,"matching SCONOSCIUTO"
"CNTRL04","CTRL",116,0.9553,1,"matching SCONOSCIUTO"
"CNTRL04","CTRL",117,0.6976,1,"matching TU"
"CNTRL04","CTRL",118,NA,0,"non-matching TU"
"CNTRL04","CTRL",119,1.0417,1,"non-matching SCONOSCIUTO"
"CNTRL04","CTRL",120,0.9046,1,"non-matching SCONOSCIUTO"
"CNTRL04","CTRL",121,0.796,1,"matching TU"
"CNTRL04","CTRL",122,0.8814,1,"non-matching SCONOSCIUTO"
"CNTRL04","CTRL",123,1.1996,1,"non-matching SCONOSCIUTO"
"CNTRL04","CTRL",124,0.8534,1,"non-matching SCONOSCIUTO"
"CNTRL04","CTRL",125,1.0005,1,"non-matching TU"
"CNTRL04","CTRL",126,0.8658,1,"non-matching TU"
"CNTRL04","CTRL",127,1.0626,1,"matching SCONOSCIUTO"
"CNTRL04","CTRL",128,0.6533,1,"non-matching SCONOSCIUTO"
"CNTRL04","CTRL",129,1.0223,1,"matching SCONOSCIUTO"
"CNTRL04","CTRL",130,0.7826,1,"matching TU"
"CNTRL04","CTRL",131,0.9759,1,"matching SCONOSCIUTO"
"CNTRL04","CTRL",132,1.1229,1,"non-matching TU"
"CNTRL04","CTRL",133,1.0339,1,"non-matching SCONOSCIUTO"
"CNTRL04","CTRL",134,0.9476,1,"matching SCONOSCIUTO"
"CNTRL04","CTRL",135,0.9824,1,"non-matching SCONOSCIUTO"
"CNTRL04","CTRL",136,1.0519,1,"non-matching TU"
"CNTRL04","CTRL",137,0.9785,1,"non-matching TU"
"CNTRL04","CTRL",138,0.9554,1,"non-matching SCONOSCIUTO"
"CNTRL04","CTRL",139,0.7733,1,"matching SCONOSCIUTO"
"CNTRL04","CTRL",140,0.8802,1,"non-matching SCONOSCIUTO"
"CNTRL04","CTRL",141,1.0224,1,"non-matching TU"
"CNTRL04","CTRL",142,1.0976,1,"non-matching TU"
"CNTRL04","CTRL",143,0.8679,1,"non-matching SCONOSCIUTO"
"CNTRL04","CTRL",144,1.0165,1,"non-matching SCONOSCIUTO"
"CNTRL04","CTRL",145,1.0813,1,"non-matching TU"
"CNTRL04","CTRL",146,0.7507,1,"non-matching SCONOSCIUTO"
"CNTRL04","CTRL",147,0.8885,1,"matching SCONOSCIUTO"
"CNTRL04","CTRL",148,0.9795,1,"matching SCONOSCIUTO"
"CNTRL04","CTRL",149,0.8091,1,"matching TU"
"CNTRL04","CTRL",150,1.0123,1,"matching SCONOSCIUTO"
"CNTRL04","CTRL",151,0.8805,1,"non-matching SCONOSCIUTO"
"CNTRL04","CTRL",152,0.7517,1,"matching TU"
"CNTRL04","CTRL",153,0.9271,1,"matching TU"
"CNTRL04","CTRL",154,0.929,1,"matching SCONOSCIUTO"
"CNTRL04","CTRL",155,0.9593,1,"non-matching TU"
"CNTRL04","CTRL",156,1.5248,1,"matching TU"
"CNTRL04","CTRL",157,0.8227,1,"non-matching TU"
"CNTRL04","CTRL",158,0.9083,1,"non-matching SCONOSCIUTO"
"CNTRL04","CTRL",159,1.0783,1,"matching TU"
"CNTRL04","CTRL",160,0.6679,1,"matching TU"
"CNTRL04","CTRL",161,0.7994,1,"matching SCONOSCIUTO"
"CNTRL04","CTRL",162,0.8914,1,"non-matching TU"
"CNTRL04","CTRL",163,1.0627,1,"non-matching SCONOSCIUTO"
"CNTRL04","CTRL",164,1.0104,1,"non-matching TU"
"CNTRL04","CTRL",165,1.3726,1,"matching SCONOSCIUTO"
"CNTRL04","CTRL",166,0.9176,1,"non-matching SCONOSCIUTO"
"CNTRL04","CTRL",167,0.8933,1,"non-matching TU"
"CNTRL04","CTRL",168,0.647,1,"matching TU"
"CNTRL04","CTRL",169,1.0418,1,"matching TU"
"CNTRL04","CTRL",170,0.5882,1,"matching TU"
"CNTRL04","CTRL",171,0.7942,1,"non-matching TU"
"CNTRL04","CTRL",172,0.7288,1,"non-matching SCONOSCIUTO"
"CNTRL04","CTRL",173,1.412,1,"non-matching SCONOSCIUTO"
"CNTRL04","CTRL",174,1.0607,1,"matching SCONOSCIUTO"
"CNTRL04","CTRL",175,NA,0,"matching SCONOSCIUTO"
"CNTRL04","CTRL",176,0.8758,1,"non-matching TU"
"CNTRL04","CTRL",177,0.852,1,"non-matching SCONOSCIUTO"
"CNTRL04","CTRL",178,0.7029,1,"matching TU"
"CNTRL04","CTRL",179,1.0953,1,"non-matching TU"
"CNTRL04","CTRL",180,1.0557,1,"non-matching TU"
"CNTRL04","CTRL",181,1.1834,1,"matching TU"
"CNTRL04","CTRL",182,0.6267,1,"non-matching SCONOSCIUTO"
"CNTRL04","CTRL",183,0.7332,1,"matching TU"
"CNTRL04","CTRL",184,0.7408,1,"non-matching TU"
"CNTRL04","CTRL",185,1.3223,1,"matching SCONOSCIUTO"
"CNTRL04","CTRL",186,0.776,1,"matching TU"
"CNTRL04","CTRL",187,0.8419,1,"non-matching TU"
"CNTRL04","CTRL",188,0.9624,1,"non-matching TU"
"CNTRL04","CTRL",189,0.8946,1,"non-matching SCONOSCIUTO"
"CNTRL04","CTRL",190,0.9366,1,"non-matching SCONOSCIUTO"
"CNTRL04","CTRL",191,0.6701,1,"matching TU"
"CNTRL04","CTRL",192,0.7881,1,"non-matching TU"
"CNTRL04","CTRL",193,0.8169,1,"non-matching TU"
"CNTRL04","CTRL",194,NA,0,"non-matching TU"
"CNTRL04","CTRL",195,0.8999,1,"non-matching TU"
"CNTRL04","CTRL",196,0.9268,1,"matching SCONOSCIUTO"
"CNTRL04","CTRL",197,0.8341,1,"non-matching SCONOSCIUTO"
"CNTRL04","CTRL",198,0.7604,1,"non-matching SCONOSCIUTO"
"CNTRL04","CTRL",199,0.9666,1,"matching SCONOSCIUTO"
"CNTRL04","CTRL",200,1.1259,1,"non-matching SCONOSCIUTO"
"CNTRL05","CTRL",1,0.9469,0,"matching SCONOSCIUTO"
"CNTRL05","CTRL",2,1.2723,1,"non-matching SCONOSCIUTO"
"CNTRL05","CTRL",3,1.2912,1,"matching SCONOSCIUTO"
"CNTRL05","CTRL",4,1.1991,1,"matching SCONOSCIUTO"
"CNTRL05","CTRL",5,1.0936,1,"matching SCONOSCIUTO"
"CNTRL05","CTRL",6,0.8654,1,"non-matching SCONOSCIUTO"
"CNTRL05","CTRL",7,NA,0,"non-matching TU"
"CNTRL05","CTRL",8,1.2306,1,"matching TU"
"CNTRL05","CTRL",9,0.9809,1,"matching TU"
"CNTRL05","CTRL",10,0.8806,0,"non-matching SCONOSCIUTO"
"CNTRL05","CTRL",11,1.0416,1,"non-matching TU"
"CNTRL05","CTRL",12,0.8319,1,"non-matching TU"
"CNTRL05","CTRL",13,0.9066,0,"non-matching SCONOSCIUTO"
"CNTRL05","CTRL",14,1.173,0,"matching TU"
"CNTRL05","CTRL",15,NA,0,"matching SCONOSCIUTO"
"CNTRL05","CTRL",16,0.8061,1,"matching TU"
"CNTRL05","CTRL",17,0.7574,0,"non-matching SCONOSCIUTO"
"CNTRL05","CTRL",18,0.9724,1,"non-matching TU"
"CNTRL05","CTRL",19,1.3152,0,"non-matching SCONOSCIUTO"
"CNTRL05","CTRL",20,0.7469,1,"matching TU"
"CNTRL05","CTRL",21,0.8677,1,"non-matching TU"
"CNTRL05","CTRL",22,0.8501,1,"non-matching SCONOSCIUTO"
"CNTRL05","CTRL",23,0.9993,0,"matching SCONOSCIUTO"
"CNTRL05","CTRL",24,0.95,1,"matching SCONOSCIUTO"
"CNTRL05","CTRL",25,0.8569,1,"matching SCONOSCIUTO"
"CNTRL05","CTRL",26,0.9644,0,"non-matching TU"
"CNTRL05","CTRL",27,1.2458,0,"matching SCONOSCIUTO"
"CNTRL05","CTRL",28,0.8918,1,"matching TU"
"CNTRL05","CTRL",29,0.9155,0,"non-matching SCONOSCIUTO"
"CNTRL05","CTRL",30,1.0803,1,"matching SCONOSCIUTO"
"CNTRL05","CTRL",31,1.2101,1,"non-matching TU"
"CNTRL05","CTRL",32,0.7073,1,"non-matching TU"
"CNTRL05","CTRL",33,1.1355,1,"non-matching TU"
"CNTRL05","CTRL",34,0.9786,1,"matching TU"
"CNTRL05","CTRL",35,0.9701,1,"matching TU"
"CNTRL05","CTRL",36,1.0716,0,"matching SCONOSCIUTO"
"CNTRL05","CTRL",37,0.7095,1,"matching TU"
"CNTRL05","CTRL",38,1.5003,0,"non-matching TU"
"CNTRL05","CTRL",39,0.9688,1,"non-matching SCONOSCIUTO"
"CNTRL05","CTRL",40,1.0964,1,"matching TU"
"CNTRL05","CTRL",41,0.9164,1,"matching TU"
"CNTRL05","CTRL",42,0.8415,0,"matching SCONOSCIUTO"
"CNTRL05","CTRL",43,1.0818,1,"non-matching TU"
"CNTRL05","CTRL",44,0.7189,0,"non-matching SCONOSCIUTO"
"CNTRL05","CTRL",45,0.7861,1,"non-matching SCONOSCIUTO"
"CNTRL05","CTRL",46,0.8261,1,"matching TU"
"CNTRL05","CTRL",47,1.2331,0,"non-matching TU"
"CNTRL05","CTRL",48,0.9522,0,"matching SCONOSCIUTO"
"CNTRL05","CTRL",49,0.8853,0,"matching SCONOSCIUTO"
"CNTRL05","CTRL",50,0.9875,1,"matching TU"
"CNTRL05","CTRL",51,0.8992,0,"non-matching TU"
"CNTRL05","CTRL",52,0.9928,0,"non-matching SCONOSCIUTO"
"CNTRL05","CTRL",53,0.9488,1,"non-matching TU"
"CNTRL05","CTRL",54,1.1677,1,"matching SCONOSCIUTO"
"CNTRL05","CTRL",55,1.1074,1,"non-matching TU"
"CNTRL05","CTRL",56,0.9235,0,"non-matching SCONOSCIUTO"
"CNTRL05","CTRL",57,1.2416,1,"matching TU"
"CNTRL05","CTRL",58,1.3901,1,"non-matching SCONOSCIUTO"
"CNTRL05","CTRL",59,0.938,0,"matching SCONOSCIUTO"
"CNTRL05","CTRL",60,NA,0,"non-matching TU"
"CNTRL05","CTRL",61,0.8417,1,"non-matching TU"
"CNTRL05","CTRL",62,0.8129,1,"non-matching TU"
"CNTRL05","CTRL",63,1.1076,1,"non-matching SCONOSCIUTO"
"CNTRL05","CTRL",64,0.7365,1,"matching TU"
"CNTRL05","CTRL",65,1.3462,0,"matching TU"
"CNTRL05","CTRL",66,1.1829,1,"non-matching TU"
"CNTRL05","CTRL",67,0.6568,1,"non-matching TU"
"CNTRL05","CTRL",68,1.1528,1,"non-matching SCONOSCIUTO"
"CNTRL05","CTRL",69,0.902,1,"non-matching TU"
"CNTRL05","CTRL",70,1.1713,1,"non-matching TU"
"CNTRL05","CTRL",71,1.2036,1,"non-matching SCONOSCIUTO"
"CNTRL05","CTRL",72,0.7611,1,"non-matching SCONOSCIUTO"
"CNTRL05","CTRL",73,0.8777,0,"matching TU"
"CNTRL05","CTRL",74,0.8039,1,"non-matching SCONOSCIUTO"
"CNTRL05","CTRL",75,1.0844,1,"non-matching TU"
"CNTRL05","CTRL",76,0.8772,1,"matching SCONOSCIUTO"
"CNTRL05","CTRL",77,0.8091,1,"matching TU"
"CNTRL05","CTRL",78,1.2202,0,"matching SCONOSCIUTO"
"CNTRL05","CTRL",79,1.0012,1,"non-matching SCONOSCIUTO"
"CNTRL05","CTRL",80,1.1165,1,"matching TU"
"CNTRL05","CTRL",81,0.7765,1,"non-matching SCONOSCIUTO"
"CNTRL05","CTRL",82,0.9299,1,"non-matching SCONOSCIUTO"
"CNTRL05","CTRL",83,0.7095,1,"matching TU"
"CNTRL05","CTRL",84,0.7309,1,"non-matching TU"
"CNTRL05","CTRL",85,0.9386,1,"non-matching TU"
"CNTRL05","CTRL",86,1.2971,1,"non-matching SCONOSCIUTO"
"CNTRL05","CTRL",87,0.6629,1,"matching TU"
"CNTRL05","CTRL",88,0.7286,1,"non-matching SCONOSCIUTO"
"CNTRL05","CTRL",89,0.787,1,"non-matching SCONOSCIUTO"
"CNTRL05","CTRL",90,0.8368,0,"non-matching TU"
"CNTRL05","CTRL",91,0.586,1,"non-matching SCONOSCIUTO"
"CNTRL05","CTRL",92,1.1154,1,"matching SCONOSCIUTO"
"CNTRL05","CTRL",93,0.737,1,"matching TU"
"CNTRL05","CTRL",94,0.8654,1,"non-matching SCONOSCIUTO"
"CNTRL05","CTRL",95,0.8267,1,"matching TU"
"CNTRL05","CTRL",96,0.8824,0,"matching SCONOSCIUTO"
"CNTRL05","CTRL",97,1.123,1,"non-matching TU"
"CNTRL05","CTRL",98,0.9477,1,"non-matching SCONOSCIUTO"
"CNTRL05","CTRL",99,1.2025,0,"non-matching TU"
"CNTRL05","CTRL",100,0.7756,1,"matching TU"
"CNTRL05","CTRL",101,0.7771,1,"matching TU"
"CNTRL05","CTRL",102,0.8398,0,"matching SCONOSCIUTO"
"CNTRL05","CTRL",103,0.8272,1,"matching SCONOSCIUTO"
"CNTRL05","CTRL",104,0.9236,1,"non-matching TU"
"CNTRL05","CTRL",105,1.3044,1,"non-matching TU"
"CNTRL05","CTRL",106,0.6309,1,"matching TU"
"CNTRL05","CTRL",107,0.7257,0,"matching SCONOSCIUTO"
"CNTRL05","CTRL",108,0.666,1,"matching TU"
"CNTRL05","CTRL",109,1.0841,1,"non-matching TU"
"CNTRL05","CTRL",110,0.8378,1,"matching TU"
"CNTRL05","CTRL",111,1.0784,1,"matching SCONOSCIUTO"
"CNTRL05","CTRL",112,0.8141,1,"matching TU"
"CNTRL05","CTRL",113,0.8058,1,"non-matching TU"
"CNTRL05","CTRL",114,0.7965,1,"non-matching TU"
"CNTRL05","CTRL",115,0.9415,1,"non-matching TU"
"CNTRL05","CTRL",116,0.6538,1,"matching TU"
"CNTRL05","CTRL",117,0.8096,1,"non-matching TU"
"CNTRL05","CTRL",118,0.9808,1,"matching SCONOSCIUTO"
"CNTRL05","CTRL",119,0.8293,1,"matching SCONOSCIUTO"
"CNTRL05","CTRL",120,1.0727,1,"matching SCONOSCIUTO"
"CNTRL05","CTRL",121,1.04,1,"non-matching SCONOSCIUTO"
"CNTRL05","CTRL",122,0.8469,1,"matching TU"
"CNTRL05","CTRL",123,1.0048,1,"non-matching SCONOSCIUTO"
"CNTRL05","CTRL",124,0.8489,1,"non-matching SCONOSCIUTO"
"CNTRL05","CTRL",125,0.6296,1,"matching TU"
"CNTRL05","CTRL",126,0.7663,1,"non-matching TU"
"CNTRL05","CTRL",127,0.866,1,"matching TU"
"CNTRL05","CTRL",128,0.7998,1,"non-matching SCONOSCIUTO"
"CNTRL05","CTRL",129,1.1093,0,"matching SCONOSCIUTO"
"CNTRL05","CTRL",130,0.9757,0,"matching SCONOSCIUTO"
"CNTRL05","CTRL",131,0.9949,1,"non-matching SCONOSCIUTO"
"CNTRL05","CTRL",132,0.9732,1,"matching SCONOSCIUTO"
"CNTRL05","CTRL",133,0.8523,1,"matching TU"
"CNTRL05","CTRL",134,0.7509,1,"matching TU"
"CNTRL05","CTRL",135,1.0467,1,"matching SCONOSCIUTO"
"CNTRL05","CTRL",136,0.765,1,"matching SCONOSCIUTO"
"CNTRL05","CTRL",137,0.8567,1,"matching SCONOSCIUTO"
"CNTRL05","CTRL",138,0.7244,1,"matching TU"
"CNTRL05","CTRL",139,1.176,1,"non-matching SCONOSCIUTO"
"CNTRL05","CTRL",140,0.7202,1,"matching SCONOSCIUTO"
"CNTRL05","CTRL",141,0.8782,1,"matching TU"
"CNTRL05","CTRL",142,0.6517,1,"matching TU"
"CNTRL05","CTRL",143,0.7481,0,"matching SCONOSCIUTO"
"CNTRL05","CTRL",144,1.0912,1,"matching SCONOSCIUTO"
"CNTRL05","CTRL",145,1.2358,1,"non-matching TU"
"CNTRL05","CTRL",146,1.4358,1,"matching SCONOSCIUTO"
"CNTRL05","CTRL",147,0.7043,1,"matching TU"
"CNTRL05","CTRL",148,0.8695,1,"matching TU"
"CNTRL05","CTRL",149,0.7751,0,"non-matching SCONOSCIUTO"
"CNTRL05","CTRL",150,0.7465,1,"non-matching SCONOSCIUTO"
"CNTRL05","CTRL",151,1.0991,1,"matching SCONOSCIUTO"
"CNTRL05","CTRL",152,1.0725,0,"non-matching TU"
"CNTRL05","CTRL",153,0.7359,0,"matching SCONOSCIUTO"
"CNTRL05","CTRL",154,0.7577,1,"matching TU"
"CNTRL05","CTRL",155,1.1238,1,"non-matching TU"
"CNTRL05","CTRL",156,0.9696,1,"matching SCONOSCIUTO"
"CNTRL05","CTRL",157,0.9376,1,"matching TU"
"CNTRL05","CTRL",158,1.0211,0,"non-matching SCONOSCIUTO"
"CNTRL05","CTRL",159,1.0368,1,"non-matching TU"
"CNTRL05","CTRL",160,1.1362,1,"non-matching TU"
"CNTRL05","CTRL",161,1.0636,1,"non-matching SCONOSCIUTO"
"CNTRL05","CTRL",162,0.7494,1,"non-matching SCONOSCIUTO"
"CNTRL05","CTRL",163,1.075,1,"non-matching SCONOSCIUTO"
"CNTRL05","CTRL",164,0.9196,0,"non-matching TU"
"CNTRL05","CTRL",165,0.7257,1,"matching TU"
"CNTRL05","CTRL",166,0.9209,1,"non-matching TU"
"CNTRL05","CTRL",167,1.1118,1,"non-matching SCONOSCIUTO"
"CNTRL05","CTRL",168,0.921,1,"matching TU"
"CNTRL05","CTRL",169,1.4652,1,"matching SCONOSCIUTO"
"CNTRL05","CTRL",170,0.8816,1,"matching SCONOSCIUTO"
"CNTRL05","CTRL",171,0.6758,1,"matching TU"
"CNTRL05","CTRL",172,NA,0,"non-matching TU"
"CNTRL05","CTRL",173,0.9594,1,"non-matching TU"
"CNTRL05","CTRL",174,1.1224,0,"non-matching SCONOSCIUTO"
"CNTRL05","CTRL",175,1.2509,1,"non-matching SCONOSCIUTO"
"CNTRL05","CTRL",176,0.9745,0,"matching SCONOSCIUTO"
"CNTRL05","CTRL",177,0.7129,1,"matching SCONOSCIUTO"
"CNTRL05","CTRL",178,1.2517,1,"non-matching SCONOSCIUTO"
"CNTRL05","CTRL",179,0.9099,1,"non-matching SCONOSCIUTO"
"CNTRL05","CTRL",180,1.0844,1,"matching SCONOSCIUTO"
"CNTRL05","CTRL",181,1.0592,1,"non-matching SCONOSCIUTO"
"CNTRL05","CTRL",182,0.8064,1,"non-matching SCONOSCIUTO"
"CNTRL05","CTRL",183,1.3589,1,"matching SCONOSCIUTO"
"CNTRL05","CTRL",184,0.7769,1,"matching SCONOSCIUTO"
"CNTRL05","CTRL",185,0.9066,1,"non-matching TU"
"CNTRL05","CTRL",186,1.0315,1,"non-matching SCONOSCIUTO"
"CNTRL05","CTRL",187,0.7119,1,"non-matching SCONOSCIUTO"
"CNTRL05","CTRL",188,1.222,1,"non-matching TU"
"CNTRL05","CTRL",189,0.8611,1,"matching TU"
"CNTRL05","CTRL",190,0.8799,1,"non-matching TU"
"CNTRL05","CTRL",191,0.9814,1,"non-matching TU"
"CNTRL05","CTRL",192,0.9842,1,"matching TU"
"CNTRL05","CTRL",193,0.5404,1,"matching TU"
"CNTRL05","CTRL",194,0.6624,1,"matching TU"
"CNTRL05","CTRL",195,0.8563,0,"matching SCONOSCIUTO"
"CNTRL05","CTRL",196,0.5985,0,"non-matching TU"
"CNTRL05","CTRL",197,0.846,0,"matching SCONOSCIUTO"
"CNTRL05","CTRL",198,0.7019,0,"matching SCONOSCIUTO"
"CNTRL05","CTRL",199,0.6464,0,"non-matching SCONOSCIUTO"
"CNTRL05","CTRL",200,0.7945,1,"matching TU"
"CNTRL07","CTRL",1,NA,0,"non-matching SCONOSCIUTO"
"CNTRL07","CTRL",2,NA,0,"non-matching SCONOSCIUTO"
"CNTRL07","CTRL",3,NA,0,"non-matching TU"
"CNTRL07","CTRL",4,NA,0,"non-matching SCONOSCIUTO"
"CNTRL07","CTRL",5,NA,0,"matching TU"
"CNTRL07","CTRL",6,NA,0,"non-matching SCONOSCIUTO"
"CNTRL07","CTRL",7,1.3831,1,"non-matching TU"
"CNTRL07","CTRL",8,0.6518,1,"matching TU"
"CNTRL07","CTRL",9,NA,0,"matching SCONOSCIUTO"
"CNTRL07","CTRL",10,NA,0,"non-matching SCONOSCIUTO"
"CNTRL07","CTRL",11,NA,0,"non-matching SCONOSCIUTO"
"CNTRL07","CTRL",12,NA,0,"matching SCONOSCIUTO"
"CNTRL07","CTRL",13,NA,0,"matching SCONOSCIUTO"
"CNTRL07","CTRL",14,NA,0,"non-matching SCONOSCIUTO"
"CNTRL07","CTRL",15,NA,0,"matching TU"
"CNTRL07","CTRL",16,0.6497,0,"matching SCONOSCIUTO"
"CNTRL07","CTRL",17,0.6349,0,"non-matching TU"
"CNTRL07","CTRL",18,NA,0,"matching SCONOSCIUTO"
"CNTRL07","CTRL",19,0.8281,1,"matching TU"
"CNTRL07","CTRL",20,0.8391,0,"non-matching TU"
"CNTRL07","CTRL",21,0.9526,0,"non-matching TU"
"CNTRL07","CTRL",22,0.8328,1,"non-matching TU"
"CNTRL07","CTRL",23,0.7194,1,"matching TU"
"CNTRL07","CTRL",24,0.8277,0,"matching SCONOSCIUTO"
"CNTRL07","CTRL",25,1.3081,1,"non-matching SCONOSCIUTO"
"CNTRL07","CTRL",26,0.5305,1,"matching TU"
